0time     0.00seconds
1
0program flo103                              antony jameson & luigi martinelli    
0airfoil analysis in transonic flow
0horn  Airfoil                                                       
0            
0      euler   navier-stokes turbulent    rng model  fixed-transition
         F            T            T            T            T
0   reynolds nu    t0      x-transition pr number   prt number 
       4.6000    300.0000      0.1000      0.7500      0.9200
 mesh read from unit           18
 itl   =           65
 itu   =          449
 xte   =   0.75000000000000000     
 scal  =    1.0000000000000000     
 chord =    1.0097872163146988     
0time     0.10seconds
1
0time dependent solution
0   mach number ang attack      fcl         clt    
    21-0.368E+03 245   3 0.165E+02-0.181E+01 246   2 0.288E+00      0 0.405E+00-0.477E-03 0.436E-01 0.354E+01
    22 0.468E+03 245   2 0.183E+02-0.182E+01 246   2 0.292E+00      0 0.406E+00-0.869E-03 0.436E-01 0.354E+01
    23-0.303E+03 246   3 0.144E+02-0.183E+01 246   2 0.295E+00      0 0.406E+00 0.142E-03 0.436E-01 0.354E+01
    24 0.398E+03 244   2 0.159E+02-0.184E+01 246   2 0.299E+00      0 0.404E+00-0.362E-03 0.436E-01 0.354E+01
    25 0.265E+03 248   2 0.127E+02-0.184E+01 246   2 0.302E+00      0 0.404E+00 0.292E-03 0.436E-01 0.354E+01
    26 0.338E+03 243   2 0.138E+02-0.185E+01 246   2 0.306E+00      0 0.402E+00-0.319E-03 0.436E-01 0.354E+01
    27 0.247E+03 246   2 0.114E+02-0.186E+01 246   2 0.309E+00      0 0.401E+00 0.276E-04 0.436E-01 0.354E+01
    28 0.284E+03 243   2 0.120E+02-0.186E+01 246   2 0.312E+00      0 0.398E+00-0.834E-03 0.436E-01 0.354E+01
    29 0.235E+03 246   2 0.104E+02-0.187E+01 246   2 0.314E+00      0 0.397E+00-0.586E-03 0.436E-01 0.354E+01
    30 0.238E+03 248   2 0.106E+02-0.187E+01 246   2 0.317E+00      0 0.395E+00-0.104E-02 0.436E-01 0.354E+01
    31 0.223E+03 246   2 0.952E+01-0.188E+01 246   2 0.319E+00      0 0.394E+00-0.996E-03 0.436E-01 0.354E+01
    32 0.200E+03 248   2 0.936E+01-0.188E+01 246   2 0.321E+00      0 0.392E+00-0.106E-02 0.436E-01 0.354E+01
    33 0.209E+03 245   2 0.877E+01-0.189E+01 246   2 0.323E+00      0 0.392E+00-0.964E-03 0.436E-01 0.354E+01
    34 0.172E+03 249   2 0.836E+01-0.189E+01 246   2 0.325E+00      0 0.395E+00-0.992E-03 0.436E-01 0.354E+01
    35 0.195E+03 245   2 0.808E+01-0.190E+01 246   2 0.327E+00      0 0.396E+00-0.984E-03 0.436E-01 0.354E+01
    36 0.150E+03 249   2 0.751E+01-0.190E+01 246   2 0.329E+00      0 0.398E+00-0.856E-03 0.436E-01 0.354E+01
    37 0.180E+03 245   2 0.744E+01-0.190E+01 246   2 0.331E+00      0 0.399E+00-0.923E-03 0.436E-01 0.354E+01
    38 0.132E+03 249   2 0.680E+01-0.191E+01 246   2 0.332E+00      0 0.401E+00-0.788E-03 0.436E-01 0.354E+01
    39 0.165E+03 244   2 0.683E+01-0.191E+01 247   2 0.334E+00      0 0.401E+00-0.915E-03 0.436E-01 0.354E+01
    40 0.118E+03 249   2 0.620E+01-0.191E+01 247   2 0.335E+00      0 0.402E+00-0.691E-03 0.436E-01 0.354E+01
    41 0.147E+03 244   2 0.627E+01-0.191E+01 247   2 0.336E+00      0 0.402E+00-0.791E-03 0.436E-01 0.354E+01
    42 0.107E+03 249   2 0.569E+01-0.192E+01 247   2 0.337E+00      0 0.402E+00-0.566E-03 0.436E-01 0.354E+01
    43 0.130E+03 244   2 0.575E+01-0.192E+01 247   2 0.339E+00      0 0.402E+00-0.657E-03 0.436E-01 0.354E+01
    44 0.987E+02 249   2 0.527E+01-0.192E+01 247   2 0.340E+00      0 0.402E+00-0.446E-03 0.436E-01 0.354E+01
    45 0.112E+03 244   2 0.528E+01-0.192E+01 247   2 0.341E+00      0 0.402E+00-0.519E-03 0.436E-01 0.354E+01
    46 0.925E+02 246   2 0.490E+01-0.193E+01 247   2 0.342E+00      0 0.402E+00-0.346E-03 0.436E-01 0.354E+01
    47 0.955E+02 244   2 0.485E+01-0.193E+01 247   2 0.343E+00      0 0.402E+00-0.411E-03 0.436E-01 0.354E+01
    48 0.859E+02 246   2 0.458E+01-0.193E+01 247   2 0.343E+00      0 0.402E+00-0.272E-03 0.436E-01 0.354E+01
    49 0.802E+02 244   2 0.447E+01-0.193E+01 247   2 0.344E+00      0 0.402E+00-0.307E-03 0.436E-01 0.354E+01
    50 0.795E+02 245   2 0.429E+01-0.193E+01 247   2 0.345E+00      0 0.402E+00-0.198E-03 0.436E-01 0.354E+01
    51 0.697E+02 203   2 0.413E+01-0.194E+01 247   2 0.346E+00      0 0.402E+00-0.216E-03 0.436E-01 0.354E+01
    52 0.748E+02 245   2 0.403E+01-0.194E+01 247   2 0.346E+00      0 0.402E+00-0.142E-03 0.436E-01 0.354E+01
    53 0.653E+02 200   2 0.383E+01-0.194E+01 247   2 0.347E+00      0 0.402E+00-0.137E-03 0.436E-01 0.354E+01
    54 0.694E+02 247   2 0.378E+01-0.194E+01 247   2 0.348E+00      0 0.402E+00-0.702E-04 0.436E-01 0.354E+01
    55 0.612E+02 200   2 0.357E+01-0.194E+01 247   2 0.348E+00      0 0.402E+00-0.514E-04 0.436E-01 0.354E+01
    56 0.640E+02 247   2 0.354E+01-0.194E+01 247   2 0.349E+00      0 0.402E+00-0.616E-05 0.436E-01 0.354E+01
    57 0.575E+02 200   2 0.335E+01-0.194E+01 247   2 0.349E+00      0 0.402E+00 0.284E-06 0.436E-01 0.354E+01
    58 0.582E+02 247   2 0.332E+01-0.195E+01 247   2 0.350E+00      0 0.403E+00 0.460E-04 0.436E-01 0.354E+01
    59 0.541E+02 199   2 0.315E+01-0.195E+01 247   2 0.350E+00      0 0.403E+00 0.598E-04 0.436E-01 0.354E+01
    60 0.527E+02 201   2 0.312E+01-0.195E+01 247   2 0.351E+00      0 0.403E+00 0.994E-04 0.436E-01 0.354E+01
    61 0.511E+02 197   2 0.297E+01-0.195E+01 247   2 0.351E+00      0 0.403E+00 0.994E-04 0.436E-01 0.354E+01
    62 0.495E+02 196   2 0.293E+01-0.195E+01 247   2 0.352E+00      0 0.404E+00 0.160E-03 0.436E-01 0.354E+01
    63 0.482E+02 197   2 0.281E+01-0.195E+01 247   2 0.352E+00      0 0.404E+00 0.172E-03 0.436E-01 0.354E+01
    64 0.468E+02 194   2 0.275E+01-0.195E+01 247   2 0.352E+00      0 0.405E+00 0.243E-03 0.436E-01 0.354E+01
    65 0.455E+02 197   2 0.267E+01-0.195E+01 247   2 0.353E+00      0 0.405E+00 0.237E-03 0.436E-01 0.354E+01
    66 0.443E+02 194   2 0.260E+01-0.195E+01 247   2 0.353E+00      0 0.406E+00 0.319E-03 0.436E-01 0.354E+01
    67 0.433E+02 190   2 0.253E+01-0.195E+01 247   2 0.353E+00      0 0.406E+00 0.322E-03 0.436E-01 0.354E+01
    68 0.421E+02 194   2 0.245E+01-0.196E+01 247   2 0.354E+00      0 0.406E+00 0.404E-03 0.436E-01 0.354E+01
    69 0.412E+02 190   2 0.241E+01-0.196E+01 247   2 0.354E+00      0 0.407E+00 0.390E-03 0.436E-01 0.354E+01
    70 0.401E+02 188   2 0.233E+01-0.196E+01 247   2 0.354E+00      0 0.407E+00 0.474E-03 0.436E-01 0.354E+01
    71 0.392E+02 190   2 0.229E+01-0.196E+01 247   2 0.354E+00      0 0.407E+00 0.469E-03 0.436E-01 0.354E+01
    72 0.382E+02 188   2 0.221E+01-0.196E+01 247   2 0.355E+00      0 0.408E+00 0.557E-03 0.436E-01 0.354E+01
    73 0.374E+02 190   2 0.218E+01-0.196E+01 247   2 0.355E+00      0 0.408E+00 0.538E-03 0.436E-01 0.354E+01
    74 0.363E+02 188   2 0.211E+01-0.196E+01 248   2 0.355E+00      0 0.408E+00 0.604E-03 0.436E-01 0.354E+01
    75 0.363E+02 183   2 0.208E+01-0.196E+01 248   2 0.355E+00      0 0.408E+00 0.582E-03 0.436E-01 0.354E+01
    76 0.346E+02 187   2 0.202E+01-0.196E+01 248   2 0.356E+00      0 0.408E+00 0.652E-03 0.436E-01 0.354E+01
    77 0.354E+02 183   2 0.199E+01-0.196E+01 248   2 0.356E+00      0 0.409E+00 0.638E-03 0.436E-01 0.354E+01
    78 0.335E+02 181   2 0.194E+01-0.196E+01 248   2 0.356E+00      0 0.409E+00 0.693E-03 0.436E-01 0.354E+01
    79 0.346E+02 183   2 0.191E+01-0.196E+01 248   2 0.356E+00      0 0.409E+00 0.673E-03 0.436E-01 0.354E+01
    80 0.325E+02 181   2 0.187E+01-0.196E+01 248   2 0.356E+00      0 0.409E+00 0.721E-03 0.436E-01 0.354E+01
    81-0.340E+02 161   4 0.184E+01-0.196E+01 248   2 0.356E+00      0 0.409E+00 0.713E-03 0.436E-01 0.354E+01
    82-0.327E+02 160   4 0.181E+01-0.196E+01 248   2 0.357E+00      0 0.409E+00 0.745E-03 0.436E-01 0.354E+01
    83-0.345E+02 161   4 0.178E+01-0.196E+01 248   2 0.357E+00      0 0.409E+00 0.731E-03 0.436E-01 0.354E+01
    84-0.342E+02 159   5 0.176E+01-0.196E+01 248   2 0.357E+00      0 0.410E+00 0.754E-03 0.436E-01 0.354E+01
    85-0.345E+02 161   4 0.173E+01-0.196E+01 248   2 0.357E+00      0 0.410E+00 0.754E-03 0.436E-01 0.354E+01
    86-0.360E+02 159   5 0.171E+01-0.196E+01 248   2 0.357E+00      0 0.410E+00 0.774E-03 0.436E-01 0.354E+01
    87 0.356E+02 159   5 0.169E+01-0.196E+01 248   2 0.357E+00      0 0.410E+00 0.767E-03 0.436E-01 0.354E+01
    88-0.369E+02 159   5 0.167E+01-0.196E+01 248   2 0.357E+00      0 0.410E+00 0.775E-03 0.436E-01 0.354E+01
    89-0.363E+02 162   4 0.165E+01-0.196E+01 248   2 0.357E+00      0 0.410E+00 0.770E-03 0.436E-01 0.354E+01
    90-0.363E+02 159   5 0.164E+01-0.197E+01 248   2 0.358E+00      0 0.410E+00 0.778E-03 0.436E-01 0.354E+01
    91-0.395E+02 162   4 0.162E+01-0.197E+01 248   2 0.358E+00      0 0.410E+00 0.772E-03 0.436E-01 0.354E+01
    92 0.393E+02 163   6 0.161E+01-0.197E+01 248   2 0.358E+00      0 0.410E+00 0.786E-03 0.436E-01 0.354E+01
    93-0.436E+02 162   4 0.159E+01-0.197E+01 248   2 0.358E+00      0 0.410E+00 0.809E-03 0.436E-01 0.354E+01
    94-0.435E+02 163   4 0.159E+01-0.197E+01 248   2 0.358E+00      0 0.410E+00 0.801E-03 0.436E-01 0.354E+01
    95-0.499E+02 162   4 0.158E+01-0.197E+01 248   2 0.358E+00      0 0.410E+00 0.770E-03 0.436E-01 0.354E+01
    96-0.484E+02 163   4 0.158E+01-0.197E+01 248   2 0.358E+00      0 0.410E+00 0.757E-03 0.436E-01 0.354E+01
    97-0.523E+02 162   4 0.158E+01-0.197E+01 248   2 0.358E+00      0 0.410E+00 0.753E-03 0.436E-01 0.354E+01
    98-0.515E+02 163   4 0.159E+01-0.197E+01 248   2 0.358E+00      0 0.410E+00 0.733E-03 0.436E-01 0.354E+01
    99-0.556E+02 162   4 0.159E+01-0.197E+01 248   2 0.358E+00      0 0.410E+00 0.759E-03 0.436E-01 0.354E+01
   100-0.549E+02 163   4 0.161E+01-0.197E+01 248   2 0.358E+00      0 0.410E+00 0.747E-03 0.436E-01 0.354E+01
   101-0.616E+02 162   4 0.161E+01-0.197E+01 248   2 0.358E+00      0 0.410E+00 0.741E-03 0.436E-01 0.354E+01
   102-0.607E+02 163   4 0.164E+01-0.197E+01 248   2 0.358E+00      0 0.410E+00 0.751E-03 0.436E-01 0.354E+01
   103-0.663E+02 162   4 0.165E+01-0.197E+01 248   2 0.358E+00      0 0.411E+00 0.760E-03 0.436E-01 0.354E+01
   104-0.681E+02 163   4 0.169E+01-0.197E+01 248   2 0.358E+00      0 0.410E+00 0.726E-03 0.436E-01 0.354E+01
   105-0.718E+02 162   4 0.169E+01-0.197E+01 248   2 0.358E+00      0 0.411E+00 0.780E-03 0.436E-01 0.354E+01
   106-0.733E+02 163   4 0.173E+01-0.197E+01 248   2 0.358E+00      0 0.411E+00 0.773E-03 0.436E-01 0.354E+01
   107-0.782E+02 162   4 0.174E+01-0.197E+01 248   2 0.358E+00      0 0.411E+00 0.766E-03 0.436E-01 0.354E+01
   108-0.794E+02 163   4 0.177E+01-0.197E+01 248   2 0.357E+00      0 0.411E+00 0.758E-03 0.436E-01 0.354E+01
   109-0.817E+02 162   4 0.178E+01-0.197E+01 248   2 0.357E+00      0 0.411E+00 0.799E-03 0.436E-01 0.354E+01
   110-0.839E+02 163   4 0.181E+01-0.197E+01 248   2 0.357E+00      0 0.411E+00 0.753E-03 0.436E-01 0.354E+01
   111-0.872E+02 162   4 0.183E+01-0.197E+01 248   2 0.357E+00      0 0.411E+00 0.763E-03 0.436E-01 0.354E+01
   112-0.867E+02 163   4 0.186E+01-0.197E+01 248   2 0.357E+00      0 0.411E+00 0.788E-03 0.436E-01 0.354E+01
   113-0.904E+02 162   4 0.188E+01-0.197E+01 248   2 0.357E+00      0 0.411E+00 0.778E-03 0.436E-01 0.354E+01
   114-0.917E+02 163   4 0.193E+01-0.197E+01 248   2 0.357E+00      0 0.411E+00 0.764E-03 0.436E-01 0.354E+01
   115-0.921E+02 162   4 0.195E+01-0.197E+01 248   2 0.357E+00      0 0.411E+00 0.838E-03 0.436E-01 0.354E+01
   116-0.929E+02 163   4 0.200E+01-0.197E+01 249   2 0.357E+00      0 0.411E+00 0.815E-03 0.436E-01 0.354E+01
   117-0.940E+02 162   4 0.204E+01-0.197E+01 249   2 0.357E+00      0 0.411E+00 0.814E-03 0.436E-01 0.354E+01
   118-0.947E+02 163   4 0.210E+01-0.197E+01 249   2 0.357E+00      0 0.411E+00 0.794E-03 0.436E-01 0.354E+01
   119-0.927E+02 162   4 0.215E+01-0.197E+01 249   2 0.356E+00      0 0.412E+00 0.867E-03 0.436E-01 0.354E+01
   120-0.957E+02 167   5 0.222E+01-0.197E+01 249   2 0.356E+00      0 0.411E+00 0.828E-03 0.436E-01 0.354E+01
   121-0.948E+02 162   4 0.228E+01-0.197E+01 249   2 0.356E+00      0 0.411E+00 0.846E-03 0.436E-01 0.354E+01
   122-0.993E+02 167   5 0.236E+01-0.197E+01 249   2 0.356E+00      0 0.411E+00 0.847E-03 0.436E-01 0.354E+01
   123-0.103E+03 171   4 0.243E+01-0.197E+01 249   2 0.356E+00      0 0.412E+00 0.883E-03 0.436E-01 0.354E+01
   124-0.103E+03 167   5 0.251E+01-0.197E+01 249   2 0.356E+00      0 0.412E+00 0.855E-03 0.436E-01 0.354E+01
   125-0.115E+03 171   4 0.259E+01-0.197E+01 249   2 0.356E+00      0 0.412E+00 0.886E-03 0.436E-01 0.354E+01
   126 0.112E+03 171   4 0.266E+01-0.197E+01 249   2 0.356E+00      0 0.413E+00 0.940E-03 0.436E-01 0.354E+01
   127-0.126E+03 171   4 0.273E+01-0.197E+01 249   2 0.356E+00      0 0.413E+00 0.973E-03 0.436E-01 0.354E+01
   128 0.124E+03 171   4 0.280E+01-0.197E+01 249   2 0.356E+00      0 0.413E+00 0.950E-03 0.436E-01 0.354E+01
   129-0.138E+03 171   4 0.286E+01-0.197E+01 249   2 0.356E+00      0 0.412E+00 0.947E-03 0.436E-01 0.354E+01
   130 0.136E+03 171   4 0.293E+01-0.197E+01 249   2 0.356E+00      0 0.412E+00 0.979E-03 0.436E-01 0.354E+01
   131-0.149E+03 171   4 0.300E+01-0.197E+01 249   2 0.355E+00      0 0.412E+00 0.983E-03 0.436E-01 0.354E+01
   132 0.147E+03 171   4 0.308E+01-0.197E+01 249   2 0.355E+00      0 0.412E+00 0.951E-03 0.436E-01 0.354E+01
   133-0.159E+03 171   4 0.315E+01-0.197E+01 249   2 0.355E+00      0 0.412E+00 0.930E-03 0.436E-01 0.354E+01
   134 0.157E+03 171   4 0.324E+01-0.197E+01 249   2 0.355E+00      0 0.412E+00 0.960E-03 0.436E-01 0.354E+01
   135-0.168E+03 171   4 0.333E+01-0.197E+01 249   2 0.355E+00      0 0.413E+00 0.947E-03 0.436E-01 0.354E+01
   136-0.165E+03 173   4 0.343E+01-0.197E+01 249   2 0.355E+00      0 0.412E+00 0.990E-03 0.436E-01 0.354E+01
   137-0.175E+03 171   4 0.355E+01-0.197E+01 249   2 0.355E+00      0 0.412E+00 0.947E-03 0.436E-01 0.354E+01
   138 0.179E+03 181   2 0.366E+01-0.197E+01 249   2 0.355E+00      0 0.413E+00 0.101E-02 0.436E-01 0.354E+01
   139-0.181E+03 171   4 0.377E+01-0.197E+01 249   2 0.355E+00      0 0.412E+00 0.104E-02 0.436E-01 0.354E+01
   140 0.197E+03 181   2 0.390E+01-0.197E+01 249   2 0.355E+00      0 0.413E+00 0.103E-02 0.436E-01 0.354E+01
   141 0.187E+03 173   4 0.401E+01-0.197E+01 249   2 0.355E+00      0 0.412E+00 0.100E-02 0.436E-01 0.354E+01
   142 0.212E+03 181   2 0.412E+01-0.197E+01 249   2 0.355E+00      0 0.412E+00 0.107E-02 0.436E-01 0.354E+01
   143-0.200E+03 181   2 0.422E+01-0.197E+01 249   2 0.355E+00      0 0.413E+00 0.103E-02 0.436E-01 0.354E+01
   144 0.225E+03 181   2 0.431E+01-0.197E+01 249   2 0.355E+00      0 0.413E+00 0.107E-02 0.436E-01 0.354E+01
   145-0.212E+03 181   2 0.438E+01-0.197E+01 249   2 0.355E+00      0 0.412E+00 0.103E-02 0.436E-01 0.354E+01
   146 0.234E+03 181   2 0.445E+01-0.197E+01 249   2 0.354E+00      0 0.413E+00 0.107E-02 0.436E-01 0.354E+01
   147-0.220E+03 181   2 0.450E+01-0.197E+01 249   2 0.354E+00      0 0.414E+00 0.107E-02 0.436E-01 0.354E+01
   148 0.240E+03 181   2 0.454E+01-0.196E+01 250   2 0.354E+00      0 0.413E+00 0.111E-02 0.436E-01 0.354E+01
   149 0.234E+03 179   2 0.459E+01-0.196E+01 250   2 0.354E+00      0 0.414E+00 0.107E-02 0.436E-01 0.354E+01
   150 0.243E+03 181   2 0.465E+01-0.196E+01 250   2 0.354E+00      0 0.415E+00 0.117E-02 0.436E-01 0.354E+01
0     rtrms 1     rtrms 2      work    reductn/work reductn/cyc
   0.1353E+04  0.4646E+01    292.0156      0.9807      0.9626
         150   1352.7547517749074        149.00000000000000     
1flow field
0   ncyc     time    
 itl =           65  itu =          449
    150      0.0000
0    i   j     rho        u         v         h         p       mach        s     eddy vis 
    2   2    1.0004    0.2702    0.0113   -0.0022    0.9998    0.2286   -0.0008    0.0000
    2   3    1.0004    0.2702    0.0113   -0.0022    0.9998    0.2286   -0.0008    0.0000
    2   4    1.0004    0.2702    0.0113   -0.0022    0.9998    0.2286   -0.0008    0.0000
    2   5    1.0004    0.2702    0.0113   -0.0021    0.9998    0.2286   -0.0007    0.0000
    2   6    1.0004    0.2702    0.0113   -0.0021    0.9998    0.2286   -0.0007    0.0000
    2   7    1.0003    0.2702    0.0113   -0.0020    0.9998    0.2286   -0.0007    0.0000
    2   8    1.0003    0.2702    0.0113   -0.0019    0.9998    0.2287   -0.0007    0.0000
    2   9    1.0003    0.2703    0.0113   -0.0018    0.9998    0.2287   -0.0006    0.0000
    2  10    1.0003    0.2703    0.0113   -0.0017    0.9998    0.2287   -0.0006    0.0000
    2  11    1.0002    0.2703    0.0113   -0.0016    0.9998    0.2287   -0.0006    0.0000
    2  12    1.0002    0.2704    0.0113   -0.0015    0.9998    0.2287   -0.0005    0.0000
    2  13    1.0002    0.2704    0.0113   -0.0014    0.9998    0.2288   -0.0005    0.0000
    2  14    1.0002    0.2704    0.0113   -0.0012    0.9998    0.2288   -0.0004    0.0000
    2  15    1.0001    0.2705    0.0113   -0.0011    0.9998    0.2288   -0.0004    0.0000
    2  16    1.0001    0.2705    0.0113   -0.0010    0.9998    0.2289   -0.0003    0.0000
    2  17    1.0001    0.2706    0.0113   -0.0008    0.9998    0.2289   -0.0003    0.0000
    2  18    1.0000    0.2706    0.0113   -0.0007    0.9998    0.2289   -0.0002    0.0000
    2  19    1.0000    0.2706    0.0113   -0.0005    0.9998    0.2290   -0.0002    0.0000
    2  20    0.9999    0.2707    0.0113   -0.0004    0.9998    0.2290   -0.0001    0.0000
    2  21    0.9999    0.2707    0.0113   -0.0002    0.9998    0.2290   -0.0000    0.0000
    2  22    0.9999    0.2708    0.0113   -0.0001    0.9998    0.2291    0.0000    0.0000
    2  23    0.9998    0.2708    0.0113    0.0001    0.9998    0.2291    0.0001    0.0000
    2  24    0.9998    0.2709    0.0113    0.0003    0.9998    0.2291    0.0001    0.0000
    2  25    0.9998    0.2710    0.0113    0.0004    0.9998    0.2292    0.0002    0.0000
    2  26    0.9997    0.2710    0.0113    0.0006    0.9998    0.2292    0.0002    0.0000
    2  27    0.9997    0.2711    0.0113    0.0007    0.9998    0.2293    0.0003    0.0000
    2  28    0.9996    0.2711    0.0113    0.0009    0.9998    0.2293    0.0003    0.0000
    2  29    0.9996    0.2712    0.0113    0.0010    0.9998    0.2294    0.0004    0.0000
    2  30    0.9996    0.2713    0.0113    0.0011    0.9998    0.2294    0.0004    0.0000
    2  31    0.9995    0.2713    0.0113    0.0013    0.9998    0.2295    0.0005    0.0000
    2  32    0.9995    0.2714    0.0113    0.0014    0.9998    0.2296    0.0005    0.0000
    2  33    0.9995    0.2715    0.0113    0.0016    0.9998    0.2296    0.0006    0.0000
    2  34    0.9995    0.2716    0.0113    0.0017    0.9998    0.2297    0.0006    0.0000
    2  35    0.9994    0.2716    0.0113    0.0018    0.9999    0.2297    0.0006    0.0000
    2  36    0.9994    0.2717    0.0113    0.0019    0.9999    0.2298    0.0007    0.0000
    2  37    0.9994    0.2718    0.0113    0.0020    0.9999    0.2298    0.0007    0.0000
    2  38    0.9994    0.2719    0.0113    0.0021    0.9999    0.2299    0.0007    0.0000
    2  39    0.9994    0.2719    0.0113    0.0022    0.9999    0.2300    0.0008    0.0000
    2  40    0.9993    0.2720    0.0113    0.0023    0.9999    0.2300    0.0008    0.0000
    2  41    0.9993    0.2721    0.0112    0.0024    0.9999    0.2301    0.0008    0.0000
    2  42    0.9993    0.2722    0.0112    0.0024    0.9999    0.2302    0.0008    0.0000
    2  43    0.9993    0.2722    0.0112    0.0025    0.9999    0.2302    0.0008    0.0000
    2  44    0.9993    0.2723    0.0112    0.0025    0.9999    0.2303    0.0009    0.0000
    2  45    0.9993    0.2724    0.0112    0.0026    0.9999    0.2303    0.0009    0.0000
    2  46    0.9993    0.2724    0.0112    0.0026    0.9999    0.2304    0.0009    0.0000
    2  47    0.9993    0.2725    0.0112    0.0026    0.9999    0.2304    0.0009    0.0000
    2  48    0.9993    0.2725    0.0112    0.0026    0.9999    0.2305    0.0009    0.0000
    2  49    0.9993    0.2726    0.0112    0.0026    0.9999    0.2305    0.0008    0.0000
    2  50    0.9993    0.2726    0.0112    0.0026    0.9999    0.2305    0.0008    0.0000
    2  51    0.9993    0.2726    0.0112    0.0026    0.9999    0.2306    0.0008    0.0000
    2  52    0.9994    0.2727    0.0112    0.0025    0.9999    0.2306    0.0008    0.0000
    2  53    0.9994    0.2727    0.0112    0.0024    0.9999    0.2306    0.0008    0.0000
    2  54    0.9994    0.2727    0.0112    0.0023    0.9999    0.2306    0.0007    0.0000
    2  55    0.9994    0.2727    0.0112    0.0022    0.9999    0.2306    0.0007    0.0000
    2  56    0.9995    0.2726    0.0112    0.0021    0.9999    0.2306    0.0006    0.0000
